r,l,t
396.1267600059509,84,0.9587700366973877
396.1267591714859,82,1.6287109851837158
327.08752286434174,63,2.1500210762023926
4822.560306787491,953,9.661396026611328
4728.621666669846,878,16.266802072525024
4738.807771444321,2496,35.11523699760437
4763.707162976265,1066,43.046958446502686
422.1579463481903,81,43.80488109588623
