r,l,t
179.84015107154846,249,2.090696096420288
204.81794047355652,52,2.5060441493988037
537.5220856666565,4500,36.0395143032074
199.8223807811737,50,36.47530937194824
199.82238125801086,50,36.92871379852295
250.77708554267883,72,37.528512954711914
262.76642966270447,56,37.99805307388306
339.69804763793945,164,39.34728264808655
206.81616473197937,50,39.77538776397705
