r,l,t
1022.282596707344,181,1.6903579235076904
1022.2826037406921,210,3.416735887527466
1022.2825914621353,152,4.753345012664795
1022.2825989723206,189,6.388733386993408
1022.2825938463211,158,7.783052444458008
1773.586949467659,4500,45.24390888214111
